Symbol	Name	PharmGKB Accession Id	NCBI Gene ID	HGNC ID	Ensembl Id	Chromosome	Chromosomal Start - GRCh37	Chromosomal Stop - GRCh37	Chromosomal Start - GRCh38	Chromosomal Stop - GRCh38
SEC23A	Sec23 homolog A, coat complex II component	PA35624	10484	HGNC:10701	ENSG00000100934	chr14	39501123	39572447	39031919	39103528
SEC23B	SEC23 homolog B, coat complex II component	PA35625	10483	HGNC:10702	ENSG00000101310	chr20	18488188	18542059	18507544	18561415
SEC23IP	SEC23 interacting protein	PA134964657	11196	HGNC:17018	ENSG00000107651	chr10	121652085	121704170	119892573	119944658
SEC24A	SEC24 homolog A, COPII coat complex component	PA35626	10802	HGNC:10703	ENSG00000113615	chr5	133984472	134063601	134648402	134727911
SEC24B	SEC24 homolog B, COPII coat complex component	PA35627	10427	HGNC:10704	ENSG00000138802	chr4	110354969	110461615	109433715	109540459
SEC24C	SEC24 homolog C, COPII coat complex component	PA35628	9632	HGNC:10705	ENSG00000176986	chr10	75504039	75531933	73744164	73772175
SEC24D	SEC24 homolog D, COPII coat complex component	PA35629	9871	HGNC:10706	ENSG00000150961	chr4	119643978	119759838	118722823	118838683
SEC31A	SEC31 homolog A, COPII coat complex component	PA162402737	22872	HGNC:17052	ENSG00000138674	chr4	83739814	83812419	82818509	82900571
SEC31B	SEC31 homolog B, COPII coat complex component	PA162402792	25956	HGNC:23197	ENSG00000075826	chr10	102246397	102279711	100486646	100519838
SEC61A1	SEC61 translocon alpha 1 subunit	PA134901772	29927	HGNC:18276	ENSG00000058262	chr3	127770402	127790526	128052369	128071683
SEC61A2	SEC61 translocon alpha 2 subunit	PA134861382	55176	HGNC:17702	ENSG00000065665	chr10	12171640	12211957	12129641	12169958
SEC61B	SEC61 translocon beta subunit	PA134888963	10952	HGNC:16993	ENSG00000106803	chr9	101984570	101992901	99222288	99230619
SEC61G	SEC61 translocon gamma subunit	PA134939045	23480	HGNC:18277	ENSG00000132432	chr7	54819940	54826939	54752247	54759246
SEC62	SEC62 homolog, preprotein translocation factor	PA162402849	7095	HGNC:11846	ENSG00000008952	chr3	169684580	169716161	169966792	169998373
SEC63	SEC63 homolog, protein translocation regulator	PA134936990	11231	HGNC:21082	ENSG00000025796	chr6	108188960	108279482	107867756	107958278
SECISBP2	SECIS binding protein 2	PA134863749	79048	HGNC:30972	ENSG00000187742	chr9	91933394	91974561	89318473	89367117
SECISBP2L	SECIS binding protein 2 like	PA164725649	9728	HGNC:28997	ENSG00000138593	chr15	49280835	49338760	48988638	49046563
SECTM1	secreted and transmembrane 1	PA35630	6398	HGNC:10707	ENSG00000141574	chr17	80278900	80291921	82321024	82334045
SEH1L	SEH1 like nucleoporin	PA134912135	81929	HGNC:30379	ENSG00000085415	chr18	12947983	12987536	12947984	12987665
SEL1L	SEL1L adaptor subunit of ERAD E3 ubiquitin ligase	PA35639	6400	HGNC:10717	ENSG00000071537	chr14	81937891	82000205	81471547	81533864
SEL1L2	SEL1L2 adaptor subunit of ERAD E3 ligase	PA162402870	80343	HGNC:15897	ENSG00000101251	chr20	13829635	13975979	13849188	13995333
SEL1L3	SEL1L family member 3	PA165664479	23231	HGNC:29108	ENSG00000091490	chr4	25749049	25864647	25697790	25863595
SELE	selectin E	PA35640	6401	HGNC:10718	ENSG00000007908	chr1	169691781	169703220	169722640	169734079
SELENBP1	selenium binding protein 1	PA35641	8991	HGNC:10719	ENSG00000143416	chr1	151336778	151345210	151364302	151372734
SELENOF	selenoprotein F	PA166181629	9403	HGNC:17705			0	0	0	0
SELENOH	selenoprotein H	PA25495	280636	HGNC:18251	ENSG00000211450	chr11	57508722	57510883	57741250	57743554
SELENOI	selenoprotein I	PA165696581	85465	HGNC:29361	ENSG00000138018	chr2	26568954	26618759	26346086	26395891
SELENOK	selenoprotein K	PA166181630	58515	HGNC:30394			0	0	0	0
SELENOM	selenoprotein M	PA166181631	140606	HGNC:30397			0	0	0	0
SELENON	selenoprotein N	PA38079	57190	HGNC:15999	ENSG00000162430	chr1	26126667	26144713	25800176	25818222
SELENOO	selenoprotein O	PA166181632	83642	HGNC:30395			0	0	0	0
SELENOP	selenoprotein P	PA35672	6414	HGNC:10751	ENSG00000250722	chr5	42799982	42812024	42799880	42811922
SELENOS	selenoprotein S	PA166048999	55829	HGNC:30396		chr15	101811214	101817700	101270909	101277520
SELENOT	selenoprotein T	PA166181633	51714	HGNC:18136			0	0	0	0
SELENOV	selenoprotein V	PA166181634	348303	HGNC:30399			0	0	0	0
SELENOW	selenoprotein W	PA35673	6415	HGNC:10752	ENSG00000178980	chr19	48281842	48287939	47778585	47784682
SELL	selectin L	PA35642	6402	HGNC:10720	ENSG00000188404	chr1	169659806	169680843	169690665	169711702
SELP	selectin P	PA35643	6403	HGNC:10721	ENSG00000174175	chr1	169558087	169599377	169588849	169630139
SELPLG	selectin P ligand	PA35644	6404	HGNC:10722	ENSG00000110876	chr12	109015671	109027735	108621895	108633894
SEM1	SEM1 26S proteasome complex subunit	PA35749	7979	HGNC:10845	ENSG00000127922	chr7	96318079	96339203	96688767	96709891
SEMA3A	semaphorin 3A	PA35645	10371	HGNC:10723	ENSG00000075213	chr7	83587659	84122040	83956846	84492724
SEMA3B	semaphorin 3B	PA35646	7869	HGNC:10724	ENSG00000012171	chr3	50305040	50314573	50267558	50277171
SEMA3C	semaphorin 3C	PA35647	10512	HGNC:10725	ENSG00000075223	chr7	80371854	80551695	80742538	80919351
SEMA3D	semaphorin 3D	PA35648	223117	HGNC:10726	ENSG00000153993	chr7	84624508	84816171	84995192	85187176
SEMA3E	semaphorin 3E	PA35649	9723	HGNC:10727	ENSG00000170381	chr7	82993222	83278479	83363906	83649163
SEMA3F	semaphorin 3F	PA35650	6405	HGNC:10728	ENSG00000001617	chr3	50192562	50226508	50155045	50189075
SEMA3G	semaphorin 3G	PA142670937	56920	HGNC:30400	ENSG00000010319	chr3	52467268	52479112	52433252	52445027
SEMA4A	semaphorin 4A	PA35651	64218	HGNC:10729	ENSG00000196189	chr1	156117145	156147542	156149673	156177751
SEMA4B	semaphorin 4B	PA35652	10509	HGNC:10730	ENSG00000185033	chr15	90727985	90772897	90184920	90229660
SEMA4C	semaphorin 4C	PA35653	54910	HGNC:10731	ENSG00000168758	chr2	97525473	97536680	96859736	96870943
SEMA4D	semaphorin 4D	PA35654	10507	HGNC:10732	ENSG00000187764	chr9	91975706	92112906	89360791	89498065
SEMA4F	ssemaphorin 4F	PA35656	10505	HGNC:10734	ENSG00000135622	chr2	74881355	74910981	74654228	74699013
SEMA4G	semaphorin 4G	PA35657	57715	HGNC:10735	ENSG00000095539	chr10	102729254	102745373	100969483	100985618
SEMA5A	semaphorin 5A	PA35658	9037	HGNC:10736	ENSG00000112902	chr5	9035138	9546233	9035026	9546121
SEMA5B	semaphorin 5B	PA35659	54437	HGNC:10737	ENSG00000082684	chr3	122628040	122747452	122909193	123028605
SEMA6A	semaphorin 6A	PA35660	57556	HGNC:10738	ENSG00000092421	chr5	115779251	115910551	116443555	116574926
SEMA6B	semaphorin 6B	PA35661	10501	HGNC:10739	ENSG00000167680	chr19	4542600	4559771	4542588	4581484
SEMA6C	semaphorin 6C	PA35662	10500	HGNC:10740	ENSG00000143434	chr1	151104161	151119146	151131685	151148408
SEMA6D	semaphorin 6D	PA134951035	80031	HGNC:16770	ENSG00000137872	chr15	47476403	48066420	47184101	47774223
SEMA7A	semaphorin 7A (John Milton Hagen blood group)	PA35663	8482	HGNC:10741	ENSG00000138623	chr15	74701630	74726299	74409284	74433959
SEMG1	semenogelin 1	PA35664	6406	HGNC:10742	ENSG00000124233	chr20	43835605	43838414	45206964	45209773
SEMG2	semenogelin 2	PA35665	6407	HGNC:10743	ENSG00000124157	chr20	43850010	43853099	45221369	45224458
SENP1	SUMO specific peptidase 1	PA134947038	29843	HGNC:17927	ENSG00000079387	chr12	48436681	48500091	48042893	48106308
SENP2	SUMO specific peptidase 2	PA134955185	59343	HGNC:23116	ENSG00000163904	chr3	185300284	185348889	185586228	185631101
SENP3	SUMO specific peptidase 3	PA134933213	26168	HGNC:17862	ENSG00000161956	chr17	7465309	7475287	7561992	7571969
SENP5	SUMO specific peptidase 5	PA134917083	205564	HGNC:28407	ENSG00000119231	chr3	196594727	196661585	196867856	196934714
SENP6	SUMO specific peptidase 6	PA134893291	26054	HGNC:20944	ENSG00000112701	chr6	76311596	76427997	75601509	75718285
SENP7	SUMO specific peptidase 7	PA134925171	57337	HGNC:30402	ENSG00000138468	chr3	101043049	101232085	101324189	101513241
SENP8	SUMO peptidase family member, NEDD8 specific	PA134866772	123228	HGNC:22992	ENSG00000166192	chr15	72406599	72433311	72114258	72143688
SEPHS1	selenophosphate synthetase 1	PA134905215	22929	HGNC:19685	ENSG00000086475	chr10	13359428	13390298	13317428	13348298
SEPHS2	selenophosphate synthetase 2	PA134868765	22928	HGNC:19686	ENSG00000179918	chr16	30454952	30457224	30443625	30445975
SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	PA162402915	51091	HGNC:30605	ENSG00000109618	chr4	25121627	25162204	25120005	25160582
SEPTIN1	septin 1	PA24354	1731	HGNC:2879	ENSG00000180096	chr16	30389454	30394171	30378133	30382850
SEPTIN10	septin 10	PA134918683	151011	HGNC:14349	ENSG00000186522	chr2	110300372	110371783	109542797	109614247
SEPTIN11	septin 11	PA128394688	55752	HGNC:25589	ENSG00000138758	chr4	77870895	77961307	76949714	77040154
SEPTIN12	septin 12	PA162402916	124404	HGNC:26348	ENSG00000140623	chr16	4827615	4838522	4777602	4791610
SEPTIN14	septin 14	PA162402917	346288	HGNC:33280	ENSG00000154997	chr7	55861237	55930482	55793544	55862789
SEPTIN2	septin 2	PA31535	4735	HGNC:7729	ENSG00000168385	chr2	242254723	242293442	241315187	241354027
SEPTIN3	septin 3	PA24355	55964	HGNC:10750	ENSG00000100167	chr22	42372855	42394225	41969455	41998221
SEPTIN4	septin 4	PA33487	5414	HGNC:9165	ENSG00000108387	chr17	56597611	56618179	58520250	58540818
SEPTIN5	septin 5	PA33486	5413	HGNC:9164	ENSG00000184702	chr22	19701987	19710845	19714464	19723322
SEPTIN6	septin 6	PA134941944	23157	HGNC:15848	ENSG00000125354	chrX	118749687	118827333	119615724	119693370
SEPTIN7	septin 7	PA26253	989	HGNC:1717	ENSG00000122545	chr7	35840596	35946715	35800986	35915763
SEPTIN8	septin 8	PA134879270	23176	HGNC:16511	ENSG00000164402	chr5	132086509	132113976	132750817	132778216
SEPTIN9	septin 9	PA31132	10801	HGNC:7323	ENSG00000184640	chr17	75277492	75496678	77281410	77500596
SERAC1	serine active site containing 1	PA134951844	84947	HGNC:21061	ENSG00000122335	chr6	158530536	158589312	158109504	158168280
SERBP1	SERPINE1 mRNA binding protein 1	PA413	26135	HGNC:17860	ENSG00000142864	chr1	67873493	67896123	67407810	67430440
SERBP1P1	SERPINE1 mRNA binding protein 1 pseudogene 1	PA142670934	389866	HGNC:32247		chrX	68003216	68006273	68783373	68786430
SERF1A	small EDRK-rich factor 1A	PA35675	8293	HGNC:10755	"ENSG00000172058,""ENSG00000205572"""	chr5	70196490	70214357	70900663	70918530
SERF1B	small EDRK-rich factor 1B	PA35676	728492	HGNC:10756	"ENSG00000172058,""ENSG00000205572"""	chr5	69321078	69338935	70025251	70043108
SERF2	small EDRK-rich factor 2	PA35677	10169	HGNC:10757	ENSG00000140264	chr15	44069294	44088287	43777096	43796089
SERGEF	secretion regulating guanine nucleotide exchange factor	PA143485610	26297	HGNC:17499	ENSG00000129158	chr11	17809595	18034709	17788048	18013162
SERHL	serine hydrolase-like	PA37878	94009	HGNC:14408		chr22	42896585	42908566	42500579	42512560
SERHL2	serine hydrolase like 2	PA142670935	253190	HGNC:29446	ENSG00000183569	chr22	42949858	42970703	42553857	42574382
SERINC1	serine incorporator 1	PA134973249	57515	HGNC:13464	ENSG00000111897	chr6	122764493	122793051	122443348	122471881
SERINC2	serine incorporator 2	PA134933002	347735	HGNC:23231	ENSG00000168528	chr1	31882412	31907527	31409565	31434680
SERINC3	serine incorporator 3	PA36418	10955	HGNC:11699	ENSG00000132824	chr20	43124864	43150726	44496221	44522116
SERINC4	serine incorporator 4	PA142670936	619189	HGNC:32237	ENSG00000184716	chr15	44086372	44092295	43794174	43800097
SERINC5	serine incorporator 5	PA38698	256987	HGNC:18825	ENSG00000164300	chr5	79407050	79551898	80111227	80256082
SERP1	stress associated endoplasmic reticulum protein 1	PA162402942	27230	HGNC:10759	ENSG00000120742	chr3	150259780	150264428	150541993	150603177
SERP2	stress associated endoplasmic reticulum protein family member 2	PA162402953	387923	HGNC:20607	ENSG00000151778	chr13	44947978	44971850	44373842	44397714
SERPINA1	serpin family A member 1	PA35509	5265	HGNC:8941	ENSG00000197249	chr14	94843084	94857029	94376747	94390692
SERPINA10	serpin family A member 10	PA38078	51156	HGNC:15996	ENSG00000140093	chr14	94749648	94759608	94280460	94293353
SERPINA11	serpin family A member 11	PA134988362	256394	HGNC:19193	ENSG00000186910	chr14	94908801	94919122	94442438	94452857
SERPINA12	serpin family A member 12	PA134863157	145264	HGNC:18359	ENSG00000165953	chr14	94953611	94984181	94481651	94517844
SERPINA13P	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 13, pseudogene	PA134904731	388007	HGNC:30909		chr14	95107062	95113331	94640725	94646994
SERPINA2	serpin family A member 2 (gene/pseudogene)	PA35520	390502	HGNC:8985		chr14	94830651	94833039	94364318	94366702
SERPINA3	serpin family A member 3	PA35020	12	HGNC:16	ENSG00000196136	chr14	95078639	95090395	94612377	94624053
SERPINA4	serpin family A member 4	PA35514	5267	HGNC:8948	ENSG00000100665	chr14	95027779	95036243	94561420	94569913
SERPINA5	serpin family A member 5	PA35505	5104	HGNC:8723	ENSG00000188488	chr14	95047706	95059457	94581369	94593120
SERPINA6	serpin family A member 6	PA35033	866	HGNC:1540	ENSG00000170099	chr14	94770585	94789688	94304248	94323351
SERPINA7	serpin family A member 7	PA36347	6906	HGNC:11583	ENSG00000123561	chrX	105277190	105282718	106032439	106038727
SERPINA9	serpin family A member 9	PA38077	327657	HGNC:15995	ENSG00000170054	chr14	94929058	94942670	94462721	94476333
SERPINB1	serpin family B member 1	PA35046	1992	HGNC:3311	ENSG00000021355	chr6	2832566	2842283	2832332	2842049
SERPINB10	serpin family B member 10	PA35510	5273	HGNC:8942	ENSG00000242550	chr18	61575224	61602948	63907969	63936111
SERPINB11	serpin family B member 11 (gene/pseudogene)	PA37860	89778	HGNC:14221	ENSG00000206072	chr18	61370194	61391123	63702304	63723893
SERPINB12	serpin family B member 12	PA37859	89777	HGNC:14220	ENSG00000166634	chr18	61223393	61234336	63519164	63569329
SERPINB13	serpin family B member 13	PA35512	5275	HGNC:8944	ENSG00000197641	chr18	61254431	61266433	63587206	63599199
SERPINB2	serpin family B member 2	PA35500	5055	HGNC:8584	ENSG00000197632	chr18	61554939	61571124	63887705	63903890
SERPINB3	serpin family B member 3	PA35538	6317	HGNC:10569	ENSG00000057149	chr18	61322431	61329259	63655197	63661963
SERPINB4	serpin family B member 4	PA35539	6318	HGNC:10570	ENSG00000206073	chr18	61304493	61311502	63637259	63644319
SERPINB5	serpin family B member 5	PA35515	5268	HGNC:8949	ENSG00000206075	chr18	61144144	61172318	63476911	63505085
SERPINB6	serpin family B member 6	PA35516	5269	HGNC:8950	ENSG00000124570	chr6	2948393	2972399	2948159	2972165
SERPINB7	serpin family B member 7	PA37825	8710	HGNC:13902	ENSG00000166396	chr18	61420281	61472610	63753047	63805376
SERPINB8	serpin family B member 8	PA35517	5271	HGNC:8952	ENSG00000166401	chr18	61637263	61656608	63970028	64019779
SERPINB8P1	serpin peptidase inhibitor, clade B8 (ovalbumin) pseudogene 1	PA35518	11029	HGNC:8953		chr6	3049072	3049468	3048838	3049234
SERPINB9	serpin family B member 9	PA35519	5272	HGNC:8955	ENSG00000170542	chr6	2887499	2903546	2887265	2903318
SERPINC1	serpin family C member 1	PA35026	462	HGNC:775	ENSG00000117601	chr1	173872938	173886516	173903804	173917378
SERPIND1	serpin family D member 1	PA35053	3053	HGNC:4838	ENSG00000099937	chr22	21128383	21142008	20774095	20787720
SERPINE1	serpin family E member 1	PA261	5054	HGNC:8583	ENSG00000106366	chr7	100770370	100782547	101127087	101139266
SERPINE2	serpin family E member 2	PA269	5270	HGNC:8951	ENSG00000135919	chr2	224839765	224904036	223975048	224039319
SERPINE3	serpin family E member 3	PA164725650	647174	HGNC:24774	ENSG00000253309	chr13	51915168	51939555	51334976	51362391
SERPINF1	serpin family F member 1	PA35508	5176	HGNC:8824	ENSG00000132386	chr17	1665259	1680859	1761965	1777565
SERPINF2	serpin family F member 2	PA35522	5345	HGNC:9075	ENSG00000167711	chr17	1646015	1658562	1742808	1755265
SERPING1	serpin family G member 1	PA35029	710	HGNC:1228	ENSG00000149131	chr11	57365027	57382326	57597554	57614853
SERPINH1	serpin family H member 1	PA35034	871	HGNC:1546	ENSG00000149257	chr11	75273101	75283849	75562056	75572804
SERPINH1P1	serpin peptidase inhibitor, clade H1, pseudogene 1	PA134980516	158172	HGNC:19917		chr9	34318264	34320329	34318266	34320331
SERPINI1	serpin family I member 1	PA35511	5274	HGNC:8943	ENSG00000163536	chr3	167453432	167543357	167735335	167825569
SERPINI2	serpin family I member 2	PA35513	5276	HGNC:8945	ENSG00000114204	chr3	167159577	167196732	167441789	167474132
SERTAD1	SERTA domain containing 1	PA134957023	29950	HGNC:17932	ENSG00000197019	chr19	40928408	40931932	40422501	40426025
SERTAD2	SERTA domain containing 2	PA134948884	9792	HGNC:30784	ENSG00000179833	chr2	64858755	64978048	64631621	64751091
SERTAD3	SERTA domain containing 3	PA134941720	29946	HGNC:17931	ENSG00000167565	chr19	40946748	40950282	40440841	40444375
SERTAD4	SERTA domain containing 4	PA134897438	56256	HGNC:25236	ENSG00000082497	chr1	210406195	210420252	210232650	210247734
SERTAD4-AS1	SERTAD4 antisense RNA 1	PA142672451	574036	HGNC:32019		chr1	210404804	210407466	210231459	210234121
SERTM1	serine rich and transmembrane domain containing 1	PA162378085	400120	HGNC:33792	ENSG00000180440	chr13	37248049	37271976	36673912	36697839
SERTM2	serine rich and transmembrane domain containing 2	PA166181635	401613	HGNC:48576			0	0	0	0
SESN1	sestrin 1	PA134927596	27244	HGNC:21595	ENSG00000080546	chr6	109307640	109415708	108986437	109094505
SESN2	sestrin 2	PA134882791	83667	HGNC:20746	ENSG00000130766	chr1	28585963	28609002	28259452	28282491
SESN3	sestrin 3	PA134914983	143686	HGNC:23060	ENSG00000149212	chr11	94898677	94965705	95165513	95232541
SESTD1	SEC14 and spectrin domain containing 1	PA38534	91404	HGNC:18379	ENSG00000187231	chr2	179966419	180129350	179101692	179264723
SET	SET nuclear proto-oncogene	PA35678	6418	HGNC:10760	ENSG00000119335	chr9	131445934	131458675	128683432	128696396
SETBP1	SET binding protein 1	PA37982	26040	HGNC:15573	ENSG00000152217	chr18	42258849	42648475	44680173	45068510
SETD1A	SET domain containing 1A, histone lysine methyltransferase	PA128394556	9739	HGNC:29010	ENSG00000099381	chr16	30968615	30995985	30956618	30984664
SETD1B	SET domain containing 1B, histone lysine methyltransferase	PA143485611	23067	HGNC:29187	ENSG00000139718	chr12	122241879	122270562	121803665	121832656
SETD2	SET domain containing 2, histone lysine methyltransferase	PA143485612	29072	HGNC:18420	ENSG00000181555	chr3	47057898	47205467	47016408	47164109
SETD3	SET domain containing 3, actin histidine methyltransferase	PA134883013	84193	HGNC:20493	ENSG00000183576	chr14	99864083	99947228	99397746	99486458
SETD4	SET domain containing 4	PA25814	54093	HGNC:1258	ENSG00000185917	chr21	37406839	37432869	36034541	36060818
SETD5	SET domain containing 5	PA143485613	55209	HGNC:25566	ENSG00000168137	chr3	9439384	9519838	9397700	9478154
SETD6	SET domain containing 6, protein lysine methyltransferase	PA143485614	79918	HGNC:26116	ENSG00000103037	chr16	58549383	58554431	58515479	58521961
SETD7	SET domain containing 7, histone lysine methyltransferase	PA143485615	80854	HGNC:30412	ENSG00000145391	chr4	140427192	140477577	139495934	139556769
SETD9	SET domain containing 9	PA162380099	133383	HGNC:28508	ENSG00000155542	chr5	56205087	56221359	56909260	56928900
SETDB1	SET domain bifurcated histone lysine methyltransferase 1	PA35679	9869	HGNC:10761	ENSG00000143379	chr1	150898815	150937389	150926246	150964744
SETDB2	SET domain bifurcated histone lysine methyltransferase 2	PA134956285	83852	HGNC:20263	ENSG00000136169	chr13	50018429	50069139	49444293	49495003
SETMAR	SET domain and mariner transposase fusion gene	PA35680	6419	HGNC:10762	ENSG00000170364	chr3	4344988	4358949	4303304	4320649
SETP1	SET pseudogene 1	PA142670931	100133314	HGNC:19279		chr14	20996272	20997119	20528113	20528960
SETP2	SET pseudogene 2	PA134878560	326277	HGNC:20032		chr14	51902687	51906031	51436150	51439313
SETP3	SET pseudogene 3	PA142670932	619349	HGNC:31115		chr17	56553552	56554313	58475991	58477102
SETSIP	SET like protein	PA166123735	646817	HGNC:42937	ENSG00000230667					
SETX	senataxin	PA24751	23064	HGNC:445	ENSG00000107290	chr9	135136827	135232113	132261440	132356726
SEZ6	seizure related 6 homolog	PA38065	124925	HGNC:15955	ENSG00000063015	chr17	27281923	27333458	28954905	29006440
SEZ6L	seizure related 6 homolog like	PA35681	23544	HGNC:10763	ENSG00000100095	chr22	26565440	26779563	26169474	26383597
SEZ6L2	seizure related 6 homolog like 2	PA134924025	26470	HGNC:30844	ENSG00000174938	chr16	29882480	29910585	29871159	29899573
SF1	splicing factor 1	PA37533	7536	HGNC:12950	ENSG00000168066	chr11	64532076	64546515	64764604	64779043
SF3A1	splicing factor 3a subunit 1	PA35683	10291	HGNC:10765	ENSG00000099995	chr22	30727977	30752931	30331988	30356947
SF3A2	splicing factor 3a subunit 2	PA35684	8175	HGNC:10766	ENSG00000104897	chr19	2236816	2248678	2236817	2248679
SF3A3	splicing factor 3a subunit 3	PA35685	10946	HGNC:10767	ENSG00000183431	chr1	38422647	38456019	37956975	37990110
SF3A3P1	splicing factor 3a, subunit 3 pseudogene 1	PA38167	170548	HGNC:16576		chr20	3469976	3471671	3489299	3491027
SF3B1	splicing factor 3b subunit 1	PA35686	23451	HGNC:10768	ENSG00000115524	chr2	198256698	198299815	197391974	197435093
SF3B2	splicing factor 3b subunit 2	PA35687	10992	HGNC:10769	ENSG00000087365	chr11	65819264	65836382	66051772	66068911
SF3B3	splicing factor 3b subunit 3	PA35688	23450	HGNC:10770	ENSG00000189091	chr16	70557691	70611571	70523788	70577668
SF3B4	splicing factor 3b subunit 4	PA35689	10262	HGNC:10771	ENSG00000143368	chr1	149895209	149901449	149923317	149928252
SF3B4P1	splicing factor 3b, subunit 4 pseudogene 1	PA134860992	326276	HGNC:19821		chr14	67665758	67667277	67199041	67200560
SF3B5	splicing factor 3b subunit 5	PA134951632	83443	HGNC:21083	ENSG00000169976	chr6	144416018	144416754	144094881	144095617
SF3B6	splicing factor 3b subunit 6	PA166123736	51639	HGNC:30096	ENSG00000115128					
SFI1	SFI1 centrin binding protein	PA142670930	9814	HGNC:29064	ENSG00000198089	chr22	31892125	32014537	31496139	31618554
SFMBT1	Scm like with four mbt domains 1	PA134898464	51460	HGNC:20255	ENSG00000163935	chr3	52933221	53080089	52899209	53046655
SFMBT2	Scm like with four mbt domains 2	PA134866013	57713	HGNC:20256	ENSG00000198879	chr10	7200586	7453448	7158624	7411486
SFN	stratifin	PA177	2810	HGNC:10773	ENSG00000175793	chr1	27189633	27190947	26863142	26864456
SFPQ	splicing factor proline and glutamine rich	PA35690	6421	HGNC:10774	ENSG00000116560	chr1	35641981	35658766	35176378	35193161
SFPQP1	splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated) pseudogene 1	PA35691	23758	HGNC:10775		chrY	15206718	15209635	13094804	13097721
SFR1	SWI5 dependent homologous recombination repair protein 1	PA134989928	119392	HGNC:29574	ENSG00000156384	chr10	105880059	105886143	104122058	104126385
SFRP1	secreted frizzled related protein 1	PA35692	6422	HGNC:10776	ENSG00000104332	chr8	41119476	41166990	41261957	41309471
SFRP2	secreted frizzled related protein 2	PA35693	6423	HGNC:10777	ENSG00000145423	chr4	154701742	154710228	153780590	153789076
SFRP4	secreted frizzled related protein 4	PA35694	6424	HGNC:10778	ENSG00000106483	chr7	37945534	37956525	37905932	37916923
SFRP5	secreted frizzled related protein 5	PA35695	6425	HGNC:10779	ENSG00000120057	chr10	99526508	99531756	97766751	97771999
SFSWAP	splicing factor SWAP	PA35706	6433	HGNC:10790	ENSG00000061936	chr12	132195632	132284283	131711087	131799738
SFT2D1	SFT2 domain containing 1	PA134962126	113402	HGNC:21102	ENSG00000198818	chr6	166733516	166755991	166319728	166342606
SFT2D2	SFT2 domain containing 2	PA142670928	375035	HGNC:25140	ENSG00000213064	chr1	168195255	168212088	168226017	168242850
SFT2D3	SFT2 domain containing 3	PA142670929	84826	HGNC:28767	ENSG00000173349	chr2	128458597	128461407	127701023	127703833
SFTA1P	surfactant associated 1, pseudogene	PA38322	207107	HGNC:18383		chr10	10826402	10836877	10784439	10794914
SFTA2	surfactant associated 2	PA164725669	389376	HGNC:18386	"ENSG00000196260,""ENSG00000206465"",""ENSG00000225454"",""ENSG00000230072"",""ENSG00000237814"""	chr6	30899127	30899952	30931350	30932175
SFTA3	surfactant associated 3	PA164725680	253970	HGNC:18387	ENSG00000257520	chr14	36942493	36982990	36473288	36513785
SFTPA1	surfactant protein A1	PA35710	653509	HGNC:10798	ENSG00000122852	chr10	81370651	81375199	79610939	79615443
SFTPA2	surfactant protein A2	PA35711	729238	HGNC:10799	ENSG00000185303	chr10	81315608	81320177	79555852	79560461
SFTPB	surfactant protein B	PA35713	6439	HGNC:10801	ENSG00000168878	chr2	85884440	85895864	85657317	85668741
SFTPC	surfactant protein C	PA35714	6440	HGNC:10802	ENSG00000168484	chr8	22014853	22021992	22161671	22164479
SFTPD	surfactant protein D	PA35715	6441	HGNC:10803	ENSG00000133661	chr10	81697496	81708861	79937740	79982236
SFXN1	sideroflexin 1	PA38090	94081	HGNC:16085	ENSG00000164466	chr5	174905514	174956745	175478498	175529742
SFXN2	sideroflexin 2	PA38091	118980	HGNC:16086	ENSG00000156398	chr10	104474298	104498947	102714518	102739189
SFXN3	sideroflexin 3	PA38092	81855	HGNC:16087	ENSG00000107819	chr10	102790996	102800998	101031229	101041243
SFXN4	sideroflexin 4	PA38093	119559	HGNC:16088	ENSG00000183605	chr10	120900425	120925221	119140913	119165711
SFXN5	sideroflexin 5	PA38088	94097	HGNC:16073	ENSG00000144040	chr2	73169165	73298965	72942036	73072234
SGCA	sarcoglycan alpha	PA35716	6442	HGNC:10805	ENSG00000108823	chr17	48243240	48253293	50165517	50175932
SGCB	sarcoglycan beta	PA35717	6443	HGNC:10806	ENSG00000163069	chr4	52885752	52904485	52020695	52038319
SGCD	sarcoglycan delta	PA35718	6444	HGNC:10807	ENSG00000170624	chr5	155462147	156194799	155728636	156767788
SGCE	sarcoglycan epsilon	PA35719	8910	HGNC:10808	ENSG00000127990	chr7	94214536	94285521	94585224	94656209
SGCG	sarcoglycan gamma	PA35720	6445	HGNC:10809	ENSG00000102683	chr13	23755060	23899304	23160308	23325165
SGCZ	sarcoglycan zeta	PA38378	137868	HGNC:14075	ENSG00000185053	chr8	13947373	15095792	14084835	15238283
SGF29	SAGA complex associated factor 29	PA144596468	112869	HGNC:25156	ENSG00000176476	chr16	28565249	28603111	28553915	28591790
SGIP1	SH3 domain GRB2 like endophilin interacting protein 1	PA134909202	84251	HGNC:25412	ENSG00000118473	chr1	66999066	67210768	66533272	66751139
