Gene	Allele1	Allele2	ActivityScore	Phenotype	EHR	ConsultationID
G6PD	Palestrina	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Santiago		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Santiago de Cuba, Morioka		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Palestrina	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Serres		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Shinshu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Sibari		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Stonybrook		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Sugao		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Sumare		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Sunderland		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Surabaya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Suwalki		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Swansea		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Taipei, Chinese-3		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Telti/Kobe		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Tenri		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Toledo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Tomah		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Tondela		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Torun		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Tsukui		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Ube Konan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Union,Maewo, Chinese-2, Kalo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Urayasu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Utrecht		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Valladolid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Vancouver		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Vanua Lava		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Viangchan, Jammu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Villeurbanne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Volendam		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Wayne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	West Virginia		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Wexham		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Wisconsin		Deficient	Abnormal/Priority/High Risk	58
G6PD	Palestrina	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua			Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Papua		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Partenope		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Pawnee		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Pedoplis-Ckaro		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Piotrkow		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Plymouth		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Praha		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Puerto Limon		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Quing Yan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Radlowo		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Rehevot		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Rignano		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Riley		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Riverside		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Roubaix		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	S. Antioco		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Salerno Pyrgos		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Santa Maria		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Santiago		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Santiago de Cuba, Morioka		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Sao Borja		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Seattle, Lodi, Modena, Ferrara II, Athens-like		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Seoul		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Serres		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Shenzen		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Shinshu		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Sibari		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Sierra Leone		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Sinnai		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Songklanagarind		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Split		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Stonybrook		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Sugao		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Sumare		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Sunderland		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Surabaya		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Suwalki		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Swansea		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Taipei, Chinese-3		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Telti/Kobe		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Tenri		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Toledo		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Tomah		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Tondela		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Torun		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Tsukui		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Ube Konan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Union,Maewo, Chinese-2, Kalo		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Urayasu		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Utrecht		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Valladolid		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Vancouver		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Vanua Lava		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Viangchan, Jammu		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Villeurbanne		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Volendam		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Wayne		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	West Virginia		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Wexham		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Wisconsin		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Papua	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Partenope			Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Partenope		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Pawnee		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Pedoplis-Ckaro		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Piotrkow		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Plymouth		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Praha		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Puerto Limon		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Quing Yan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Radlowo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Rehevot		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Rignano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Riley		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Riverside		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Roubaix		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	S. Antioco		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Salerno Pyrgos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Santiago		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Santiago de Cuba, Morioka		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Partenope	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Serres		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Shinshu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Sibari		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Stonybrook		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Sugao		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Sumare		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Sunderland		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Surabaya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Suwalki		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Swansea		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Taipei, Chinese-3		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Telti/Kobe		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Tenri		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Toledo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Tomah		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Tondela		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Torun		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Tsukui		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Ube Konan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Union,Maewo, Chinese-2, Kalo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Urayasu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Utrecht		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Valladolid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Vancouver		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Vanua Lava		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Viangchan, Jammu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Villeurbanne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Volendam		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Wayne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	West Virginia		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Wexham		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Wisconsin		Deficient	Abnormal/Priority/High Risk	58
G6PD	Partenope	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Pawnee			Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Pawnee		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Pedoplis-Ckaro		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Piotrkow		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Plymouth		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Praha		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Puerto Limon		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Quing Yan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Radlowo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Rehevot		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Rignano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Riley		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Riverside		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Roubaix		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	S. Antioco		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Salerno Pyrgos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Santiago		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Santiago de Cuba, Morioka		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Pawnee	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Serres		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Shinshu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Sibari		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Stonybrook		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Sugao		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Sumare		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Sunderland		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Surabaya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Suwalki		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Swansea		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Taipei, Chinese-3		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Telti/Kobe		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Tenri		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Toledo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Tomah		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Tondela		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Torun		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Tsukui		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Ube Konan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Union,Maewo, Chinese-2, Kalo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Urayasu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Utrecht		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Valladolid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Vancouver		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Vanua Lava		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Viangchan, Jammu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Villeurbanne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Volendam		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Wayne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	West Virginia		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Wexham		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Wisconsin		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pawnee	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Pedoplis-Ckaro			Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Pedoplis-Ckaro		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Piotrkow		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Plymouth		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Praha		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Puerto Limon		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Quing Yan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Radlowo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Rehevot		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Rignano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Riley		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Riverside		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Roubaix		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	S. Antioco		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Salerno Pyrgos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Santiago		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Santiago de Cuba, Morioka		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Pedoplis-Ckaro	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Serres		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Shinshu		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Sibari		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Stonybrook		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Sugao		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Sumare		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Sunderland		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Surabaya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Suwalki		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Swansea		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Taipei, Chinese-3		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Telti/Kobe		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Tenri		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Toledo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Tomah		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Tondela		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Torun		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Tsukui		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Ube Konan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Union,Maewo, Chinese-2, Kalo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Urayasu		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Utrecht		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Valladolid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Vancouver		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Vanua Lava		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Viangchan, Jammu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Pedoplis-Ckaro	Villeurbanne		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Volendam		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Wayne		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	West Virginia		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Wexham		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Wisconsin		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Pedoplis-Ckaro	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Piotrkow			Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Piotrkow		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Plymouth		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Praha		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Puerto Limon		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Quing Yan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Radlowo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Rehevot		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Rignano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Riley		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Riverside		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Roubaix		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	S. Antioco		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Salerno Pyrgos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Santiago		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Santiago de Cuba, Morioka		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Piotrkow	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Serres		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Shinshu		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Sibari		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Stonybrook		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Sugao		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Sumare		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Sunderland		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Surabaya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Suwalki		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Swansea		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Taipei, Chinese-3		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Telti/Kobe		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Tenri		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Toledo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Tomah		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Tondela		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Torun		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Tsukui		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Ube Konan		Deficient	Abnormal/Priority/High Risk	58
