Source	PAID	Summary	Gene	Drug	GeneID	DrugID	Phenotype	Recommendation	Alternate	Dosing
CPIC	PA166181885	The CPIC Dosing Guideline for atomoxetine provides therapeutic recommendations for CYP2D6 ultrarapid, normal, intermediate, and poor metabolizer, which includes guidance for plasma drug concentration testing, as a means to estimate atomoxetine exposure, if no clinical response and in the absence of adverse events after 2 weeks of therapy.	CYP2D6	atomoxetine	4352	413	CYP2D6 Ultrarapid Metabolizer	Initiate with a dose of 0.5 mg/kg/day and increase to 1.2 mg/kg/day after 3 days. If no clinical response and in the absence of adverse events after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/ml, consider a proportional increase in dose to approach 400 ng/ml.	0	0
CPIC	PA166181885	The CPIC Dosing Guideline for atomoxetine provides therapeutic recommendations for CYP2D6 ultrarapid, normal, intermediate, and poor metabolizer, which includes guidance for plasma drug concentration testing, as a means to estimate atomoxetine exposure, if no clinical response and in the absence of adverse events after 2 weeks of therapy.	CYP2D6	atomoxetine	4352	413	CYP2D6 Normal metabolizer	Initiate with a dose of 0.5 mg/kg and increase to 1.2 mg/kg/day after 3 days.   If no clinical response and in the absence of adverse events after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/ml, consider a proportional increase in dose to approach 400 ng/ml.	0	0
CPIC	PA166181885	The CPIC Dosing Guideline for atomoxetine provides therapeutic recommendations for CYP2D6 ultrarapid, normal, intermediate, and poor metabolizer, which includes guidance for plasma drug concentration testing, as a means to estimate atomoxetine exposure, if no clinical response and in the absence of adverse events after 2 weeks of therapy.	CYP2D6	atomoxetine	4352	413	CYP2D6 Normal metabolizer or Intermediate metabolizer (controversy remains)	Initiate with a dose of 0.5 mg/kg and increase to 1.2 mg/kg/day after 3 days If no clinical response and in the absence of adverse events after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/ml, consider a proportional increase in dose to approach 400 ng/ml.	0	0
CPIC	PA166181885	The CPIC Dosing Guideline for atomoxetine provides therapeutic recommendations for CYP2D6 ultrarapid, normal, intermediate, and poor metabolizer, which includes guidance for plasma drug concentration testing, as a means to estimate atomoxetine exposure, if no clinical response and in the absence of adverse events after 2 weeks of therapy.	CYP2D6	atomoxetine	4352	413	CYP2D6 Normal metabolizer or Intermediate metabolizer (controversy remains)	Initiate with a dose of 0.5 mg/kg/day and if no clinical response and in the absence of adverse events after 2 weeks, consider obtaining a plasma concentration 2-4 h after dosing.  If response is inadequate and concentration is <200 ng/ml, consider a proportional dose increase to achieve a concentration to approach 400 ng/ml. If unacceptable side effects are present at any time, consider a reduction in dose.	0	0
CPIC	PA166181885	The CPIC Dosing Guideline for atomoxetine provides therapeutic recommendations for CYP2D6 ultrarapid, normal, intermediate, and poor metabolizer, which includes guidance for plasma drug concentration testing, as a means to estimate atomoxetine exposure, if no clinical response and in the absence of adverse events after 2 weeks of therapy.	CYP2D6	atomoxetine	4352	413	CYP2D6 Intermediate metabolizer	Initiate with a dose of 0.5 mg/kg/day and if no clinical response and in the absence of adverse events after 2 weeks, consider obtaining a plasma concentration 2-4 h after dosing.  If response is inadequate and concentration is <200 ng/ml, consider a proportional dose increase to achieve a concentration to approach 400 ng/ml. If unacceptable side effects are present at any time, consider a reduction in dose.	0	0
CPIC	PA166181885	The CPIC Dosing Guideline for atomoxetine provides therapeutic recommendations for CYP2D6 ultrarapid, normal, intermediate, and poor metabolizer, which includes guidance for plasma drug concentration testing, as a means to estimate atomoxetine exposure, if no clinical response and in the absence of adverse events after 2 weeks of therapy.	CYP2D6	atomoxetine	4352	413	CYP2D6 Poor metabolizer	Initiate with a dose of 0.5 mg/kg/day and if no clinical response and in the absence of adverse events after 2 weeks, consider obtaining a plasma concentration 4 h after dosing.  If response is inadequate and concentration is <200 ng/ml, consider a proportional dose increase to achieve a concentration to approach 400 ng/ml. If unacceptable side effects are present at any time, consider a reduction in dose.	0	0
CPIC	PA166181885	The CPIC Dosing Guideline for atomoxetine provides therapeutic recommendations for CYP2D6 ultrarapid, normal, intermediate, and poor metabolizer, which includes guidance for plasma drug concentration testing, as a means to estimate atomoxetine exposure, if no clinical response and in the absence of adverse events after 2 weeks of therapy.	CYP2D6	atomoxetine	4352	413	CYP2D6 Ultrarapid Metabolizer	Initiate with a dose of 40 mg/day and increase to 80 mg/day after 3 days. If no clinical response and in the absence of adverse events after 2 weeks, consider increasing dose to 100 mg/day. If no clinical response observed after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/ml, consider a proportional increase in dose to approach 400 ng/ml. Dosages greater than 100 mg/day may be needed to achieve target concentrations.	0	0
CPIC	PA166181885	The CPIC Dosing Guideline for atomoxetine provides therapeutic recommendations for CYP2D6 ultrarapid, normal, intermediate, and poor metabolizer, which includes guidance for plasma drug concentration testing, as a means to estimate atomoxetine exposure, if no clinical response and in the absence of adverse events after 2 weeks of therapy.	CYP2D6	atomoxetine	4352	413	CYP2D6 Normal metabolizer	Initiate with a dose of 40 mg/day and increase to 80 mg/day after 3 days. If no clinical response and in the absence of adverse events after 2 weeks, consider increasing dose to 100 mg/day. If no clinical response observed after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/ml, consider a proportional increase in dose to approach 400 ng/ml. Dosages greater than 100 mg/day may be needed to achieve target concentrations.	0	0
CPIC	PA166181885	The CPIC Dosing Guideline for atomoxetine provides therapeutic recommendations for CYP2D6 ultrarapid, normal, intermediate, and poor metabolizer, which includes guidance for plasma drug concentration testing, as a means to estimate atomoxetine exposure, if no clinical response and in the absence of adverse events after 2 weeks of therapy.	CYP2D6	atomoxetine	4352	413	CYP2D6 Normal metabolizer or Intermediate metabolizer (controversy remains)	Initiate with a dose of 40 mg/day and increase to 80 mg/day after 3 days. If no clinical response and in the absence of adverse events after 2 weeks, consider increasing dose to 100 mg/day. If no clinical response observed after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/ml, consider a proportional increase in dose to approach 400 ng/ml. Dosages greater than 100 mg/day may be needed to achieve target concentrations.	0	0
CPIC	PA166181885	The CPIC Dosing Guideline for atomoxetine provides therapeutic recommendations for CYP2D6 ultrarapid, normal, intermediate, and poor metabolizer, which includes guidance for plasma drug concentration testing, as a means to estimate atomoxetine exposure, if no clinical response and in the absence of adverse events after 2 weeks of therapy.	CYP2D6	atomoxetine	4352	413	CYP2D6 Normal metabolizer or Intermediate metabolizer (controversy remains)	Initiate with a dose of 40 mg/day and if no clinical response and in the absence of adverse events after 2 weeks increase dose to 80 mg/day. If response is inadequate after 2 weeks consider obtaining a plasma concentration 2-4 h after dosing. If concentration is <200 ng/ml, consider a proportional dose increase to achieve a concentration to approach 400 ng/ml. If unacceptable side effects are present at any time, consider a reduction in dose.	0	0
CPIC	PA166181885	The CPIC Dosing Guideline for atomoxetine provides therapeutic recommendations for CYP2D6 ultrarapid, normal, intermediate, and poor metabolizer, which includes guidance for plasma drug concentration testing, as a means to estimate atomoxetine exposure, if no clinical response and in the absence of adverse events after 2 weeks of therapy.	CYP2D6	atomoxetine	4352	413	CYP2D6 Intermediate metabolizer	Initiate with a dose of 40 mg/day and if no clinical response and in the absence of adverse events after 2 weeks increase dose to 80 mg/day. If response is inadequate after 2 weeks consider obtaining a plasma concentration 2-4 h after dosing. If concentration is <200 ng/ml, consider a proportional dose increase to achieve a concentration to approach 400 ng/ml. If unacceptable side effects are present at any time, consider a reduction in dose.	0	0
CPIC	PA166181885	The CPIC Dosing Guideline for atomoxetine provides therapeutic recommendations for CYP2D6 ultrarapid, normal, intermediate, and poor metabolizer, which includes guidance for plasma drug concentration testing, as a means to estimate atomoxetine exposure, if no clinical response and in the absence of adverse events after 2 weeks of therapy.	CYP2D6	atomoxetine	4352	413	CYP2D6 Poor metabolizer	Initiate with a dose of 40 mg/day and if no clinical response and in the absence of adverse events after 2 weeks increase dose to 80 mg/day. If response is inadequate after 2 weeks consider obtaining a plasma concentration 2-4 h after dosing. If concentration is <200 ng/ml, consider a proportional dose increase to achieve a concentration to approach 400 ng/ml. If unacceptable side effects are present at any time, consider a reduction in dose.	0	0
CPIC	PA166192301	The CPIC Dosing Guideline for meloxicam recommends alternative therapy for CYP2C9 poor metabolizers due to markedly prolonged half-life, and initiating therapy with 50% of the lowest recommended starting dose or choose an alternative therapy for CYP2C9 intermediate metabolizers with activity score of 1. See full guideline for further details and supporting evidence.	CYP2C9	meloxicam	4351	1977	CYP2C9 Normal metabolizer	Initiate therapy with recommended starting dose. In accordance with the prescribing information, use the lowest effective dosage for shortest duration consistent with individual patient treatment goals.	0	0
CPIC	PA166192301	The CPIC Dosing Guideline for meloxicam recommends alternative therapy for CYP2C9 poor metabolizers due to markedly prolonged half-life, and initiating therapy with 50% of the lowest recommended starting dose or choose an alternative therapy for CYP2C9 intermediate metabolizers with activity score of 1. See full guideline for further details and supporting evidence.	CYP2C9	meloxicam	4351	1977	CYP2C9 Intermediate metabolizer	Initiate therapy with recommended starting dose. In accordance with the prescribing information, use the lowest effective dosage for shortest duration consistent with individual patient treatment goals.	0	0
CPIC	PA166192301	The CPIC Dosing Guideline for meloxicam recommends alternative therapy for CYP2C9 poor metabolizers due to markedly prolonged half-life, and initiating therapy with 50% of the lowest recommended starting dose or choose an alternative therapy for CYP2C9 intermediate metabolizers with activity score of 1. See full guideline for further details and supporting evidence.	CYP2C9	meloxicam	4351	1977	CYP2C9 Intermediate metabolizer	Initiate therapy with 50% of the lowest recommended starting dose. Titrate dose upward to clinical effect or 50% of the maximum recommended dose with caution. In accordance with the meloxicam prescribing information, use the lowest effective dosage for shortest duration consistent with individual patient treatment goals. Upward dose titration should not occur until after steady state is reached (at least 7 days). Carefully monitor adverse events such as blood pressure and kidney function during course of therapy. Alternatively, consider alternative therapy. Choose an alternative therapy not metabolized by CYP2C9 or not significantly impacted by CYP2C9 genetic variants in vivo or choose an NSAID metabolized by CYP2C9 but with a shorter half-life (Table 2).	0	0
CPIC	PA166192301	The CPIC Dosing Guideline for meloxicam recommends alternative therapy for CYP2C9 poor metabolizers due to markedly prolonged half-life, and initiating therapy with 50% of the lowest recommended starting dose or choose an alternative therapy for CYP2C9 intermediate metabolizers with activity score of 1. See full guideline for further details and supporting evidence.	CYP2C9	meloxicam	4351	1977	CYP2C9 Poor metabolizer	Choose an alternative therapy not metabolized by CYP2C9 or not significantly impacted by CYP2C9 genetic variants in vivo or choose an NSAID metabolized by CYP2C9 but with a shorter half-life (Table 2).	0	0
CPIC	PA166192301	The CPIC Dosing Guideline for meloxicam recommends alternative therapy for CYP2C9 poor metabolizers due to markedly prolonged half-life, and initiating therapy with 50% of the lowest recommended starting dose or choose an alternative therapy for CYP2C9 intermediate metabolizers with activity score of 1. See full guideline for further details and supporting evidence.	CYP2C9	meloxicam	4351	1977	Indeterminate	No recommendation.	0	0
CPIC	PA166161537	The CPIC dosing guideline for voriconazole recommends selecting an alternative agent that is not dependent on CYP2C19 metabolism in adults who are CYP2C19 ultrarapid metabolizers, rapid metabolizers or poor metabolizers. In pediatric patients, an alternative agent should be used in patients who are ultrarapid metabolizers or poor metabolizers. In pediatric rapid metabolizers, therapy should be initiated at recommended standard case dosing, then therapeutic dosing monitoring should be used to titrate dose to therapeutic trough concentrations.	CYP2C19	voriconazole	4349	3473	Ultrarapid metabolizer (~2-5% of patients)	Choose an alternative agent that is not dependent on CYP2C19 metabolism as primary therapy in lieu of voriconazole. Such agents include isavuconazole, liposomal amphotericin B, and posaconazole.	0	0
CPIC	PA166161537	The CPIC dosing guideline for voriconazole recommends selecting an alternative agent that is not dependent on CYP2C19 metabolism in adults who are CYP2C19 ultrarapid metabolizers, rapid metabolizers or poor metabolizers. In pediatric patients, an alternative agent should be used in patients who are ultrarapid metabolizers or poor metabolizers. In pediatric rapid metabolizers, therapy should be initiated at recommended standard case dosing, then therapeutic dosing monitoring should be used to titrate dose to therapeutic trough concentrations.	CYP2C19	voriconazole	4349	3473	Rapid metabolizer (~2-30% of patients)	Choose an alternative agent that is not dependent on CYP2C19 metabolism as primary therapy in lieu of voriconazole. Such agents include isavuconazole, liposomal amphotericin B, and posaconazole.	0	0
CPIC	PA166161537	The CPIC dosing guideline for voriconazole recommends selecting an alternative agent that is not dependent on CYP2C19 metabolism in adults who are CYP2C19 ultrarapid metabolizers, rapid metabolizers or poor metabolizers. In pediatric patients, an alternative agent should be used in patients who are ultrarapid metabolizers or poor metabolizers. In pediatric rapid metabolizers, therapy should be initiated at recommended standard case dosing, then therapeutic dosing monitoring should be used to titrate dose to therapeutic trough concentrations.	CYP2C19	voriconazole	4349	3473	Normal metabolizer (~35-50% of patients)	Initiate therapy with recommended standard of care dosing.	0	0
CPIC	PA166161537	The CPIC dosing guideline for voriconazole recommends selecting an alternative agent that is not dependent on CYP2C19 metabolism in adults who are CYP2C19 ultrarapid metabolizers, rapid metabolizers or poor metabolizers. In pediatric patients, an alternative agent should be used in patients who are ultrarapid metabolizers or poor metabolizers. In pediatric rapid metabolizers, therapy should be initiated at recommended standard case dosing, then therapeutic dosing monitoring should be used to titrate dose to therapeutic trough concentrations.	CYP2C19	voriconazole	4349	3473	Intermediate metabolizer (~18-45% of patients)	Initiate therapy with recommended standard of care dosing.	0	0
CPIC	PA166161537	The CPIC dosing guideline for voriconazole recommends selecting an alternative agent that is not dependent on CYP2C19 metabolism in adults who are CYP2C19 ultrarapid metabolizers, rapid metabolizers or poor metabolizers. In pediatric patients, an alternative agent should be used in patients who are ultrarapid metabolizers or poor metabolizers. In pediatric rapid metabolizers, therapy should be initiated at recommended standard case dosing, then therapeutic dosing monitoring should be used to titrate dose to therapeutic trough concentrations.	CYP2C19	voriconazole	4349	3473	Poor metabolizer (~2-15% of patients)	Choose an alternative agent that is not dependent on CYP2C19 metabolism as primary therapy in lieu of voriconazole. Such agents include isavuconazole, liposomal amphotericin B, and posaconazole. In the event that voriconazole is considered to be the most appropriate agent, based on clinical advice, for a patient with poor metabolizer genotype, voriconazole should be administered at a preferably lower than standard dosage with careful therapeutic drug monitoring.	0	0
CPIC	PA166161537	The CPIC dosing guideline for voriconazole recommends selecting an alternative agent that is not dependent on CYP2C19 metabolism in adults who are CYP2C19 ultrarapid metabolizers, rapid metabolizers or poor metabolizers. In pediatric patients, an alternative agent should be used in patients who are ultrarapid metabolizers or poor metabolizers. In pediatric rapid metabolizers, therapy should be initiated at recommended standard case dosing, then therapeutic dosing monitoring should be used to titrate dose to therapeutic trough concentrations.	CYP2C19	voriconazole	4349	3473	Ultrarapid metabolizer (~2-5% of patients)	Choose an alternative agent that is not dependent on CYP2C19 metabolism as primary therapy in lieu of voriconazole. Such agents include isavuconazole, liposomal amphotericin B, and posaconazole.	0	0
CPIC	PA166161537	The CPIC dosing guideline for voriconazole recommends selecting an alternative agent that is not dependent on CYP2C19 metabolism in adults who are CYP2C19 ultrarapid metabolizers, rapid metabolizers or poor metabolizers. In pediatric patients, an alternative agent should be used in patients who are ultrarapid metabolizers or poor metabolizers. In pediatric rapid metabolizers, therapy should be initiated at recommended standard case dosing, then therapeutic dosing monitoring should be used to titrate dose to therapeutic trough concentrations.	CYP2C19	voriconazole	4349	3473	Rapid metabolizer (~2-30% of patients)	Initiate therapy with recommended standard case dosing. Use therapeutic dose monitoring to titrate dose to therapeutic trough concentrations.	0	0
CPIC	PA166161537	The CPIC dosing guideline for voriconazole recommends selecting an alternative agent that is not dependent on CYP2C19 metabolism in adults who are CYP2C19 ultrarapid metabolizers, rapid metabolizers or poor metabolizers. In pediatric patients, an alternative agent should be used in patients who are ultrarapid metabolizers or poor metabolizers. In pediatric rapid metabolizers, therapy should be initiated at recommended standard case dosing, then therapeutic dosing monitoring should be used to titrate dose to therapeutic trough concentrations.	CYP2C19	voriconazole	4349	3473	Normal metabolizer (~35-50% of patients)	Initiate therapy with recommended standard of care dosing.	0	0
CPIC	PA166161537	The CPIC dosing guideline for voriconazole recommends selecting an alternative agent that is not dependent on CYP2C19 metabolism in adults who are CYP2C19 ultrarapid metabolizers, rapid metabolizers or poor metabolizers. In pediatric patients, an alternative agent should be used in patients who are ultrarapid metabolizers or poor metabolizers. In pediatric rapid metabolizers, therapy should be initiated at recommended standard case dosing, then therapeutic dosing monitoring should be used to titrate dose to therapeutic trough concentrations.	CYP2C19	voriconazole	4349	3473	Intermediate metabolizer (~18-45% of patients)	Initiate therapy with recommended standard of care dosing.	0	0
CPIC	PA166161537	The CPIC dosing guideline for voriconazole recommends selecting an alternative agent that is not dependent on CYP2C19 metabolism in adults who are CYP2C19 ultrarapid metabolizers, rapid metabolizers or poor metabolizers. In pediatric patients, an alternative agent should be used in patients who are ultrarapid metabolizers or poor metabolizers. In pediatric rapid metabolizers, therapy should be initiated at recommended standard case dosing, then therapeutic dosing monitoring should be used to titrate dose to therapeutic trough concentrations.	CYP2C19	voriconazole	4349	3473	Poor metabolizer (~2-15% of patients)	Choose an alternative agent that is not dependent on CYP2C19 metabolism as primary therapy in lieu of voriconazole. Such agents include isavuconazole, liposomal amphotericin B, and posaconazole. In the event that voriconazole is considered to be the most appropriate agent, based on clinical advice, for a patient with poor metabolizer genotype, voriconazole should be administered at a preferably lower than standard dosage with careful therapeutic drug monitoring.	0	0
DPWG	PA166182810	Monitor for liver function and select an alternative drug instead of flucloxacillin if liver enzymes or bilirubin is elevated, for patients that are HLA-B*5701.	HLA-B	flucloxacillin	8015	1371	HLA-B*5701	1. Regularly monitor the patient’s liver function}{2. Choose an alternative if liver enzymes and/or bilirubin levels are elevated	0	0
CPIC	PA166262261	Prescribe ≤1mg as a starting dose for patients with SLCO1B1 poor function phenotype. Prescribe ≤2mg as a starting dose for patients with SLCO1B1 decreased or possible decreased phenotype. Adjust doses of pitavastatin based on disease-specific guidelines. Consider an alternative statin or combination therapy if higher doses are needed.	SLCO1B1	pitavastatin	19487	2639	Normal function	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	0	1
CPIC	PA166262261	Prescribe ≤1mg as a starting dose for patients with SLCO1B1 poor function phenotype. Prescribe ≤2mg as a starting dose for patients with SLCO1B1 decreased or possible decreased phenotype. Adjust doses of pitavastatin based on disease-specific guidelines. Consider an alternative statin or combination therapy if higher doses are needed.	SLCO1B1	pitavastatin	19487	2639	Increased function	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	0	1
CPIC	PA166262261	Prescribe ≤1mg as a starting dose for patients with SLCO1B1 poor function phenotype. Prescribe ≤2mg as a starting dose for patients with SLCO1B1 decreased or possible decreased phenotype. Adjust doses of pitavastatin based on disease-specific guidelines. Consider an alternative statin or combination therapy if higher doses are needed.	SLCO1B1	pitavastatin	19487	2639	Decreased function	Prescribe ≤ 2mg as a starting dose and adjust doses of pitavastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >1mg.  If dose >2mg needed for desired efficacy, consider an alternative statin (see Figure 1 for recommendations for alternative statins) or combination therapy (i.e. pitavastatin plus non-statin guideline directed medical therapy).	0	1
CPIC	PA166262261	Prescribe ≤1mg as a starting dose for patients with SLCO1B1 poor function phenotype. Prescribe ≤2mg as a starting dose for patients with SLCO1B1 decreased or possible decreased phenotype. Adjust doses of pitavastatin based on disease-specific guidelines. Consider an alternative statin or combination therapy if higher doses are needed.	SLCO1B1	pitavastatin	19487	2639	Possible decreased function	Prescribe ≤ 2mg as a starting dose and adjust doses of pitavastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >1mg.  If dose >2mg needed for desired efficacy, consider an alternative statin (see Figure 1 for recommendations for alternative statins) or combination therapy (i.e. pitavastatin plus non-statin guideline directed medical therapy).	0	1
CPIC	PA166262261	Prescribe ≤1mg as a starting dose for patients with SLCO1B1 poor function phenotype. Prescribe ≤2mg as a starting dose for patients with SLCO1B1 decreased or possible decreased phenotype. Adjust doses of pitavastatin based on disease-specific guidelines. Consider an alternative statin or combination therapy if higher doses are needed.	SLCO1B1	pitavastatin	19487	2639	Poor function	Prescribe ≤1mg as a starting dose and adjust doses of pitavastatin based on disease-specific guidelines. If dose >1mg needed for desired efficacy, consider an alternative statin (see Figure 1 for recommendations for alternative statins) or combination therapy (i.e. pitavastatin plus non-statin guideline directed medical therapy)(3).	0	1
CPIC	PA166262261	Prescribe ≤1mg as a starting dose for patients with SLCO1B1 poor function phenotype. Prescribe ≤2mg as a starting dose for patients with SLCO1B1 decreased or possible decreased phenotype. Adjust doses of pitavastatin based on disease-specific guidelines. Consider an alternative statin or combination therapy if higher doses are needed.	SLCO1B1	pitavastatin	19487	2639	Indeterminate	No recommendation.	0	1
CPIC	PA166127636	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitor paroxetine recommends an alternative drug not predominantly metabolized by CYP2D6 for CYP2D6 ultrarapid metabolizers and for CYP2D6 poor metabolizers. For CYP2D6 poor metabolizers, if paroxetine use is warranted, consider a 50% reduction of recommended starting dose and titrate to response.	CYP2D6	paroxetine	4352	2520	Ultrarapid metabolizer (~1-2% of patients)	Select alternative drug not predominantly metabolized by CYP2D6.	0	0
CPIC	PA166127636	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitor paroxetine recommends an alternative drug not predominantly metabolized by CYP2D6 for CYP2D6 ultrarapid metabolizers and for CYP2D6 poor metabolizers. For CYP2D6 poor metabolizers, if paroxetine use is warranted, consider a 50% reduction of recommended starting dose and titrate to response.	CYP2D6	paroxetine	4352	2520	Extensive metabolizer (~77-92% of patients)	Initiate therapy with recommended starting dose.	0	0
CPIC	PA166127636	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitor paroxetine recommends an alternative drug not predominantly metabolized by CYP2D6 for CYP2D6 ultrarapid metabolizers and for CYP2D6 poor metabolizers. For CYP2D6 poor metabolizers, if paroxetine use is warranted, consider a 50% reduction of recommended starting dose and titrate to response.	CYP2D6	paroxetine	4352	2520	Intermediate metabolizer (~2-11% of patients)	Initiate therapy with recommended starting dose.	0	0
CPIC	PA166127636	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitor paroxetine recommends an alternative drug not predominantly metabolized by CYP2D6 for CYP2D6 ultrarapid metabolizers and for CYP2D6 poor metabolizers. For CYP2D6 poor metabolizers, if paroxetine use is warranted, consider a 50% reduction of recommended starting dose and titrate to response.	CYP2D6	paroxetine	4352	2520	Poor metabolizers (~5-10% of patients)	Select alternative drug not predominantly metabolized by CYP2D6 or if paroxetine use warranted, consider a 50% reduction of recommended starting dose and titrate to response.	0	0
DPWG	PA166104969	Reduce flecainide dose by 50% for CYP2D6 poor metabolizer (PM) and record an ECG and monitor the plasma concentration. Reduce flecainide dose to 75% of the standard dose for CYP2D6 intermediate metabolizer (IM) patients with indications other than diagnosis of Brugada syndrome and record an ECG and monitor the plasma concentration.	CYP2D6	flecainide	4352	1368	CYP2D6 IM	1. Indications other than diagnosis of Brugada syndrome: reduce the dose to 75% of the standard dose and record an ECG and monitor the plasma concentration.2.Provocation test for diagnosis of Brugada syndrome:No action required.At a dose of 2.0 mg/kg body weight to a maximum of 150 mg, the response is better for patients with alleles that result in reduced activity.All 5 patients with these alleles and 20% of the patients with two fully active alleles exhibited a response within 30 minutes.	0	0
DPWG	PA166104969	Reduce flecainide dose by 50% for CYP2D6 poor metabolizer (PM) and record an ECG and monitor the plasma concentration. Reduce flecainide dose to 75% of the standard dose for CYP2D6 intermediate metabolizer (IM) patients with indications other than diagnosis of Brugada syndrome and record an ECG and monitor the plasma concentration.	CYP2D6	flecainide	4352	1368	CYP2D6 PM	1. reduce the dose to 50% of the standard dose and record an ECG and monitor the plasma concentration.	0	0
DPWG	PA166104969	Reduce flecainide dose by 50% for CYP2D6 poor metabolizer (PM) and record an ECG and monitor the plasma concentration. Reduce flecainide dose to 75% of the standard dose for CYP2D6 intermediate metabolizer (IM) patients with indications other than diagnosis of Brugada syndrome and record an ECG and monitor the plasma concentration.	CYP2D6	flecainide	4352	1368	CYP2D6 UM	There are no data about the pharmacokinetics and/or the effects of flecainide in UM. Monitor the plasma concentration as a precaution and record an ECG or select an alternative. Examples of anti-arrhythmic drugs that are not metabolized via CYP2D6 (or to a lesser extent) include sotalol, disopyramide, quinidine and amiodarone.	0	0
DPWG	PA166104969	Reduce flecainide dose by 50% for CYP2D6 poor metabolizer (PM) and record an ECG and monitor the plasma concentration. Reduce flecainide dose to 75% of the standard dose for CYP2D6 intermediate metabolizer (IM) patients with indications other than diagnosis of Brugada syndrome and record an ECG and monitor the plasma concentration.	CYP2D6	flecainide	4352	1368	Read for more information about this recommendation, Read about gene information from DPWG		0	0
DPWG	PA166104969	Reduce flecainide dose by 50% for CYP2D6 poor metabolizer (PM) and record an ECG and monitor the plasma concentration. Reduce flecainide dose to 75% of the standard dose for CYP2D6 intermediate metabolizer (IM) patients with indications other than diagnosis of Brugada syndrome and record an ECG and monitor the plasma concentration.	CYP2D6	flecainide	4352	1368	PM (two inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) alleles)	Reduce dose by 50%, record ECG, monitor plasma concentration.	0	0
DPWG	PA166104969	Reduce flecainide dose by 50% for CYP2D6 poor metabolizer (PM) and record an ECG and monitor the plasma concentration. Reduce flecainide dose to 75% of the standard dose for CYP2D6 intermediate metabolizer (IM) patients with indications other than diagnosis of Brugada syndrome and record an ECG and monitor the plasma concentration.	CYP2D6	flecainide	4352	1368	IM (two decreased-activity (*9, *10, *17, *29, *36, *41) alleles or carrying one active (*1, *2, *33, *35) and one inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) allele, or carrying one decreased-activity (*9, *10, *17, *29, *36, *41) allele and one inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) allele)	Reduce dose by 25%, record ECG, monitor plasma concentration.	0	0
DPWG	PA166104969	Reduce flecainide dose by 50% for CYP2D6 poor metabolizer (PM) and record an ECG and monitor the plasma concentration. Reduce flecainide dose to 75% of the standard dose for CYP2D6 intermediate metabolizer (IM) patients with indications other than diagnosis of Brugada syndrome and record an ECG and monitor the plasma concentration.	CYP2D6	flecainide	4352	1368	UM (a gene duplication in absence of inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) or decreased-activity (*9, *10, *17, *29, *36, *41) alleles)	Record ECG and monitor plasma concentration or select alternative drug (e.g., sotalol, disopyramide, quinidine, amiodarone).	0	0
DPWG	PA166104975	The Dutch Pharmacogenetics Working Group Guideline for escitalopram recommends for intermediate and poor metabolizers of CYP2C19 to not exceed the in the DPWG document specified doses and for CYP2C19 ultrarapid metabolizer to avoid escitalopram.	CYP2C19	escitalopram	4349	1263	CYP2C19 UM	Avoid escitalopram. Antidepressants that are not metabolised or that are metabolised to a lesser extent by CYP2C19 are, for example, paroxetine or fluvoxamine.	0	0
DPWG	PA166104975	The Dutch Pharmacogenetics Working Group Guideline for escitalopram recommends for intermediate and poor metabolizers of CYP2C19 to not exceed the in the DPWG document specified doses and for CYP2C19 ultrarapid metabolizer to avoid escitalopram.	CYP2C19	escitalopram	4349	1263	CYP2C19 IM	Do not exceed the following doses (75% of the standard maximum dose): adults < 65 years: 15 mg/day, adults 65 years or older: 7.5 mg/day	0	0
DPWG	PA166104975	The Dutch Pharmacogenetics Working Group Guideline for escitalopram recommends for intermediate and poor metabolizers of CYP2C19 to not exceed the in the DPWG document specified doses and for CYP2C19 ultrarapid metabolizer to avoid escitalopram.	CYP2C19	escitalopram	4349	1263	CYP2C19 PM	Do not exceed the following doses (50% of the standard maximum dose): adults < 65 years: 10 mg/day, adults 65 years or older: 5 mg/day	0	0
